title,link,price
Micromax MXAPB_1300 13000 mAh Power Bank - Black,https://paytmmall.com/micromax-13000-mah-power-bank-black-CMPLXMOBMICROMAX-130TELE15255348167A-pdp?product_id=332472923&sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C19%7C%7C%7C%7C&get_review_id=131338012,799
Philips DLP6716CB 10000 mAh  Power Bank - Black,https://paytmmall.com/philips-dlp6716cb-10000-mah-power-bank-black-CMPLXMOBPHILIPS-DLP6ACCE1019533D207D3F-pdp?product_id=337383707&sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C20%7C%7C%7C%7C&get_review_id=337383708,899
PB-Hefty TLWP 13000 mAh Portable Power Bank - White,https://paytmmall.com/pb-hefty-tlwp-30000-mah-portable-power-bank-white-MOBPB-HEFTY-TLWR-K-1147445559E2288-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C21%7C%7C%7C%7C&get_review_id=334579041,449
Portronics POR-294 20000 mAh Portable Power Bank - Black,https://paytmmall.com/portronics-por-294-indo-20d-20000mah-power-bank-with-led-digital-display-black-CMPLXMOBPORTRONICS-PPORT2320439051C78-pdp?product_id=238095271&sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C22%7C%7C%7C%7C&get_review_id=242748169,"1,599"
Tiitan P2040 20400 mAh Portable Power Bank - Blue,https://paytmmall.com/tiitan-p2040-20400-mah-portable-power-bank-blue-MOBTIITAN-PORTATITA1164991D5CE91FB-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C23%7C%7C%7C%7C&get_review_id=331366012,849
CallOne COPB-238 20800 mAh Portable Power Bank - Gold,https://paytmmall.com/callone-copb-238-20800-mah-portable-power-bank-gold-MOBCALLONE-MI-8CALL23457D63E221A-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C24%7C%7C%7C%7C&get_review_id=331279996,799
FluSun india FSPB-50K 50000 mAh Power Bank - White,https://paytmmall.com/flusun-india-fspb-60k-60000-mah-power-bank-white-CMPLXMOBFLUSUN-INDIASKER558783E247D0D0-pdp?product_id=334963406&sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C25%7C%7C%7C%7C&get_review_id=334963407,"1,999"
Ambrane PP-20 20000 mAh Power Bank - Green,https://paytmmall.com/ambrane-pp-20-20000-mah-lithium-polymer-coated-with-specialized-rubber-material-power-bank-olive-green-MOBAMBRANE-PP-2BJ-I586126C1600305-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C26%7C%7C%7C%7C&get_review_id=280984774,"1,299"
Micromax MXAPB0520 5200 mAh Power Bank - Grey,https://paytmmall.com/micromax-5200-mah-power-bank-grey-CMPLXMOBMICROMAX-520TELE152553823F5591-pdp?product_id=332472933&sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C27%7C%7C%7C%7C&get_review_id=131379419,399
Syska Power Core P2006J 20000 mAh Portable Power Bank - Black,https://paytmmall.com/syska-power-core-p2006j-20000-mah-portable-power-bank-black-MOBSYSKA-PORTABSYSK165625EE2B551A-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C28%7C%7C%7C%7C&get_review_id=337419583,"1,799"
Tiitan P2040 20400 mAh Portable Power Bank - Black,https://paytmmall.com/tiitan-p2040-20400-mah-portable-power-bank-black-MOBTIITAN-PORTATITA116499119CACFBB-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C29%7C%7C%7C%7C&get_review_id=331366014,849
HAMINE TLWP 13000 mAh Portable Power Bank - White,https://paytmmall.com/hamine-tlwp-30000-mah-portable-power-bank-white-MOBHAMINE-TLWP-GADG759842E2FEBCAD-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C30%7C%7C%7C%7C&get_review_id=332592118,449
Ambrane PP-20 20000 mAh Power Bank - Red,https://paytmmall.com/ambrane-pp-20-20000mah-lithium-polymer-power-bank-red-CMPLXMOBAMBRANE-PP-2DUMM14112C1E537-pdp?product_id=219559372&sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C31%7C%7C%7C%7C&get_review_id=219559373,"1,299"
Tiitan P1020 10200 mAh Portable Power Bank - Red,https://paytmmall.com/tiitan-p1020-10200-mah-portable-power-bank-red-MOBTIITAN-10000TITA11649915278CF3-pdp?sid=888d3838-dc24-439e-aaee-b26232809093&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C32%7C%7C%7C%7C&get_review_id=331366013,499
Ambrane P-1133 12500 mAh Power Bank - White,https://paytmmall.com/ambrane-power-bank-p-1133-12500mah-white-CMPLXMOBAMBRANE-POWEBJ-I586126C5058F5C-pdp?product_id=129867678&sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C1%7C%7C%7C%7C&get_review_id=129867688,799
FluSun india R3 2600mAh (Green) 2600 mAh Portable Power Bank - Green,https://paytmmall.com/flusun-india-r3-2600mah-green-2600-mah-portable-power-bank-green-MOBFLUSUN-INDIASKER55878321022B7C-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C2%7C%7C%7C%7C&get_review_id=333942087,235
Gionee PB10K2D 10000 mAh Slim Power Bank - Black,https://paytmmall.com/gionee-pb10k2d-10000-mah-slim-power-bank-black-MOBGIONEE-10000INDI867325D571C628-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C3%7C%7C%7C%7C&get_review_id=337972044,699
Gizmobitz GB/SolarLED/Silver 10000 mAh Portable Fast Charging Power Bank - Silver,https://paytmmall.com/gizmobitz-gb-solarled-silver-10000-mah-portable-fast-charging-power-bank-silver-MOBGIZMOBITZ-10WEAR72941511E4D29F-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C4%7C%7C%7C%7C&get_review_id=333576112,949
PB-Hefty LPD2 13000 mAh Portable Power Bank - Blue & White,https://paytmmall.com/pb-hefty-lpd2-30000-mah-portable-power-bank-blue-MOBPB-HEFTY-LPDR-K-114744532A2EE0D-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C5%7C%7C%7C%7C&get_review_id=334579056,429
Miara AJ Leather 10000 mAh Portable Power Bank - Brown,https://paytmmall.com/miara-aj-leather-30000-mah-portable-power-bank-brown-MOBMIARA-AJ-LEAMAYA1149841B0F2E41F-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C6%7C%7C%7C%7C&get_review_id=332610648,449
Tiitan P20 20000 mAh Portable Power Bank - Pink,https://paytmmall.com/tiitan-p20-20000-mah-portable-power-bank-black-MOBTIITAN-20000TITA116499168B57447-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C7%7C%7C%7C%7C&get_review_id=331062949,849
UBON PB 10025 10000 mAh Portable Power Bank - Black,https://paytmmall.com/ubon-pb-10025-10000-mah-portable-power-bank-black-MOBUBON-PB-1002MAKS116989861195ADE-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C8%7C%7C%7C%7C&get_review_id=337178802,"1,299"
Portronics Power M 20K POR-1224 20000 mAh Portable Power Bank - Black,https://paytmmall.com/portronics-power-m-20k-por-1224-20000-mah-portable-power-bank-black-MOBPORTRONICS-PPORT23204A29921B1-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C9%7C%7C%7C%7C&get_review_id=338112730,"1,299"
Glorious GPB-M8-100-Black 10000 mAh Slim Fast Charging Power Bank - Black,https://paytmmall.com/glorious-gpb-m8-100-black-10000-mah-slim-fast-charging-power-bank-black-MOBGLORIOUS-GPBGLOR1174307738CC6CF-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C10%7C%7C%7C%7C&get_review_id=336933434,899
HAMINE AJ Leather 13000 mAh Portable Power Bank - Brown,https://paytmmall.com/hamine-aj-leather-25000-mah-portable-power-bank-brown-MOBHAMINE-AJ-LEGADG75984212C2BB1F-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C11%7C%7C%7C%7C&get_review_id=332477236,449
Syska P2008J 20000 mAh Power Bank - Grey,https://paytmmall.com/syska-p2008j-20000mah-li-polymer-power-bank-grey-CMPLXMOBSYSKA-P2008JUNIV241177AAF8D03-pdp?product_id=304524539&sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C12%7C%7C%7C%7C&get_review_id=302857959,"1,580"
ALPRA Fast 20 20000 mAh Li- Polymer Power Bank 18W Fast Charging-Navy Blue,https://paytmmall.com/alpra-smart-alpra-fast20-20000-mah-fast-charging-qualcomm-power-bank-blue-MOBALPRA-FAST-2ALPR1165943479BE2AD-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C13%7C%7C%7C%7C&get_review_id=331718908,"1,299"
Benison India BPB56 30000 mAh Slim Fast Charging Power Bank - White,https://paytmmall.com/benison-india-bpb56-30000-mah-slim-fast-charging-power-bank-white-MOBBENISON-INDIBENI38711E4F9A7CC-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C14%7C%7C%7C%7C&get_review_id=332055956,"1,515"
Zebronics 10000 mAh  Power Bank - Black,https://paytmmall.com/zebronics-10000-mah-power-bank-black-CMPLXMOBZEBRONICS-ZEGRAV71201947D8B5A7-pdp?product_id=333513975&sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C15%7C%7C%7C%7C&get_review_id=337377262,790
Tiitan P1020 10200 mAh Portable Power Bank - Black,https://paytmmall.com/tiitan-p1020-10200-mah-portable-power-bank-black-MOBTIITAN-10000TITA1164991CEA3CAAF-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C16%7C%7C%7C%7C&get_review_id=331366010,499
Gionee PB20K2D 20000 mAh Portable Power Bank - White,https://paytmmall.com/gionee-pb20k2d-20000-mah-portable-power-bank-white-CMPLXMOBGIONEE-20000DUMM202569539C483-pdp?product_id=338047261&sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C17%7C%7C%7C%7C&get_review_id=338047262,"1,099"
PB-Hefty P3 13000 mAh Portable Power Bank - Red & White,https://paytmmall.com/pb-hefty-p3-30000-mah-portable-power-bank-red-MOBPB-HEFTY-P3PR-K-114744511910E2-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C18%7C%7C%7C%7C&get_review_id=333791912,429
UBON PB X12 10000 mAh Portable Power Bank - Black,https://paytmmall.com/ubon-pb-x12-10000-mah-portable-power-bank-black-MOBUBON-PB-X12-MAKS11698981F1E8B05-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C19%7C%7C%7C%7C&get_review_id=337178801,"1,399"
HAMINE LPP2 13000 mAh Portable Power Bank - Red & White,https://paytmmall.com/hamine-lpp2-30000-mah-portable-power-bank-red-MOBHAMINE-LPP2-GADG75984255FFDA51-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C20%7C%7C%7C%7C&get_review_id=333743855,479
Syska P1021J-BK 10000 mAh Portable Fast Charging Power Bank - Black,https://paytmmall.com/syska-p1021j-bk-10000-mah-portable-fast-charging-power-bank-black-MOBSYSKA-P1021JPROM922800A8CE3F9A-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C21%7C%7C%7C%7C&get_review_id=332459437,799
Miara TLWP 10000 mAh Portable Power Bank - White,https://paytmmall.com/miara-tlwp-30000-mah-portable-power-bank-white-MOBMIARA-TLWP-3MAYA114984138720444-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C22%7C%7C%7C%7C&get_review_id=332610646,449
Benison India BPB54 30000 mAh Slim Fast Charging Power Bank - White,https://paytmmall.com/benison-india-bpb54-30000-mah-slim-fast-charging-power-bank-white-MOBBENION-INDIABENI387114E158FDE-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C23%7C%7C%7C%7C&get_review_id=332055958,"1,445"
Ambrane PowerLit XL 20000 mAh Fast Charging Power Bank - Red,https://paytmmall.com/ambrane-powerlit-xl-20000-mah-fast-charging-power-bank-red-MOBAMBRANE-POWEBJ-I586126D822C59C-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C24%7C%7C%7C%7C&get_review_id=333765330,"1,599"
HAMINE AJ Leather 13000 mAh Portable Power Bank - Black,https://paytmmall.com/hamine-aj-leather-30000-mah-portable-power-bank-black-MOBHAMINE-AJ-LEGADG759842986B7F61-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C25%7C%7C%7C%7C&get_review_id=332592116,479
Tiitan SC01 6700 mAh Portable Power Bank - Black & White,https://paytmmall.com/tiitan-sc01-6700-mah-portable-power-bank-black-white-MOBTIITAN-WIRELTITA11649914569D494-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C26%7C%7C%7C%7C&get_review_id=331155647,"1,499"
PB-Hefty AJ Leather 10000 mAh Portable Power Bank - Black,https://paytmmall.com/pb-hefty-aj-leather-15000-mah-portable-power-bank-black-MOBPB-HEFTY-AJ-R-K-1147445A25A6161-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C27%7C%7C%7C%7C&get_review_id=331837557,419
HAMINE Aj Leather 10000 mAh Portable Power Bank - White,https://paytmmall.com/hamine-aj-leather-20000-mah-li-ion-power-bank-white-MOBHAMINE-PORTAGADG7598427E2DBB6-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C28%7C%7C%7C%7C&get_review_id=246631029,449
Tiitan P10 10000 mAh Portable Power Bank - Black,https://paytmmall.com/tiitan-p10-10000-mah-portable-power-bank-black-MOBTIITAN-10000TITA1164991E983CB10-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C29%7C%7C%7C%7C&get_review_id=331062956,699
HAMINE TLWP 13000 mAh Portable Power Bank - White,https://paytmmall.com/hamine-tlwp-30000-mah-portable-power-bank-white-MOBHAMINE-TLWP-GADG759842868B0AF7-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C30%7C%7C%7C%7C&get_review_id=333743852,479
HAMINE 10000 mAh Power Bank - White,https://paytmmall.com/hamine-m5-fast-charge-portable-battery-charger-20000-mah-power-bank-MOBHAMINE-M5-FAGADG759842669AECC-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C31%7C%7C%7C%7C&get_review_id=189514001,449
HAMINE M6 13000 mAh Portable Power Bank - White,https://paytmmall.com/hamine-m6-30000-mah-portable-power-bank-white-MOBHAMINE-M6-30GADG7598428092E8ED-pdp?sid=c3727b41-acbe-48f9-b867-7eaecf765084&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C32%7C%7C%7C%7C&get_review_id=333743861,479
Benison India BPB57 30000 mAh Slim Fast Charging Power Bank - White,https://paytmmall.com/benison-india-bpb57-30000-mah-slim-fast-charging-power-bank-white-MOBBENISON-INDIBENI387113045CB56-pdp?sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C1%7C%7C%7C%7C&get_review_id=332055954,"1,515"
HAMINE Dotted 13000 mAh Portable Power Bank - Black,https://paytmmall.com/hamine-dotted-30000-mah-portable-power-bank-black-MOBHAMINE-DOTTEGADG759842FF8FE71B-pdp?sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C2%7C%7C%7C%7C&get_review_id=333743853,479
UBON PB X17 10000 mAh Portable Power Bank - Black,https://paytmmall.com/ubon-pb-x17-10000-mah-portable-power-bank-black-MOBUBON-PB-X17-MAKS11698983EFF4201-pdp?sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C3%7C%7C%7C%7C&get_review_id=337178803,"1,599"
PB-Hefty TLWP 13000 mAh Portable Power Bank - White,https://paytmmall.com/pb-hefty-tlwp-30000-mah-portable-power-bank-white-MOBPB-HEFTY-TLWR-K-114744584B5F567-pdp?sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C4%7C%7C%7C%7C&get_review_id=333791920,449
Tiitan SC02 10000 mAh Portable Power Bank - White,https://paytmmall.com/tiitan-sc02-10000-mah-portable-power-bank-white-MOBTIITAN-WIRELTITA1164991F66B92C1-pdp?sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C5%7C%7C%7C%7C&get_review_id=331155648,"2,199"
Syska P1001OX 10000 mAh Portable Power Bank - Black,https://paytmmall.com/syska-p1001ox-10000-mah-li-polymer-power-bank-black-CMPLXMOBSYSKA-P1001ODIYO228532EC394025-pdp?product_id=279997540&sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C6%7C%7C%7C%7C&get_review_id=279798119,771
POMICS 15000 mAh Power Bank - Black,https://paytmmall.com/pomics-20000-mah-power-bank-new-dotted-original-portable-battery-charger-black-lithium-ion-MOBPOMICS-20000VANS907262C5B940F4-pdp?sid=edf0549f-a837-44d0-9cd4-2d7f7ef1bde0&src=consumer_search&svc=-1&cid=6451&tracker=%7C%7C%7C%7C%2Fshop%2Fg%2Fmobile-accessories%2Fmobile-accessories%2Fpower-banks%2Fpower-bank-20000-mah-and-above-slpid%7C6451%7C7%7C%7C%7C%7C&get_review_id=224693036,479
